row_key,agbd_mu,clim_pr,clim_tmmx,clim_aet
327,,98.33333333333333,18.345833333333335,748.9375
328,,98.33333333333333,18.345833333333335,748.9375
329,269.2754211425781,99.5625,18.65625,755.8125
330,204.33853149414062,99.5625,18.65625,755.8125
331,,99.14583333333333,18.504166666666666,754.0416666666666
332,285.24481201171875,99.14583333333333,18.504166666666666,754.0416666666666
333,229.01419067382812,99.14583333333333,18.504166666666666,754.0416666666666
334,,98.47916666666667,18.454166666666666,751.5208333333334
335,141.8133087158203,99.5625,18.65625,755.8125
336,154.3459014892578,99.14583333333333,18.504166666666666,754.0416666666666
337,330.19439697265625,99.14583333333333,18.504166666666666,754.0416666666666
338,,98.47916666666667,18.454166666666666,751.5208333333334
339,188.15316772460938,99.5625,18.65625,755.8125
340,209.59654235839844,99.5625,18.65625,755.8125
341,228.75779724121094,99.14583333333333,18.504166666666666,754.0416666666666
342,277.51837158203125,99.14583333333333,18.504166666666666,754.0416666666666
343,241.25222778320312,99.14583333333333,18.504166666666666,754.0416666666666
344,324.51531982421875,98.47916666666667,18.454166666666666,751.5208333333334
345,350.3124694824219,98.47916666666667,18.454166666666666,751.5208333333334
346,166.34738159179688,100.35416666666667,18.760416666666664,759.5208333333334
347,46.07046127319336,100.35416666666667,18.760416666666664,759.5208333333334
348,184.0471649169922,100.35416666666667,18.760416666666664,759.5208333333334
349,207.7444305419922,100.3125,18.3875,754.5833333333334
350,203.67984008789062,100.3125,18.3875,754.5833333333334
351,237.74200439453125,100.3125,18.3875,754.5833333333334
352,245.30172729492188,99.89583333333333,18.360416666666666,753.8541666666666
353,282.78509521484375,99.89583333333333,18.360416666666666,753.8541666666666
354,,100.35416666666667,18.760416666666664,759.5208333333334
355,,100.35416666666667,18.760416666666664,759.5208333333334
356,,100.35416666666667,18.760416666666664,759.5208333333334
357,,100.3125,18.3875,754.5833333333334
358,196.93679809570312,100.3125,18.3875,754.5833333333334
359,203.60116577148438,100.3125,18.3875,754.5833333333334
360,215.67147827148438,99.89583333333333,18.360416666666666,753.8541666666666
361,215.6050567626953,99.89583333333333,18.360416666666666,753.8541666666666
362,264.6817321777344,99.89583333333333,18.360416666666666,753.8541666666666
363,,100.35416666666667,18.760416666666664,759.5208333333334
364,,100.35416666666667,18.760416666666664,759.5208333333334
365,,100.35416666666667,18.760416666666664,759.5208333333334
366,,100.3125,18.3875,754.5833333333334
367,196.93679809570312,100.3125,18.3875,754.5833333333334
368,203.60116577148438,100.3125,18.3875,754.5833333333334
369,215.67147827148438,99.89583333333333,18.360416666666666,753.8541666666666
370,215.6050567626953,99.89583333333333,18.360416666666666,753.8541666666666
371,264.6817321777344,99.89583333333333,18.360416666666666,753.8541666666666
372,333.00860595703125,98.54166666666667,18.76875,755.5416666666666
373,203.28623962402344,100.35416666666667,18.760416666666664,759.5208333333334
374,,100.35416666666667,18.760416666666664,759.5208333333334
375,,100.35416666666667,18.760416666666664,759.5208333333334
376,,100.3125,18.3875,754.5833333333334
377,186.80271911621094,100.3125,18.3875,754.5833333333334
378,137.4778594970703,100.3125,18.3875,754.5833333333334
379,164.9845428466797,99.89583333333333,18.360416666666666,753.8541666666666
380,213.45803833007812,99.89583333333333,18.360416666666666,753.8541666666666
381,,99.89583333333333,18.360416666666666,753.8541666666666
382,179.43650817871094,98.54166666666667,18.76875,755.5416666666666
383,278.2666931152344,98.54166666666667,18.76875,755.5416666666666
384,316.3306579589844,100.1875,19.15625,766.0
385,364.3292541503906,100.1875,19.15625,766.0
386,283.3510437011719,100.1875,19.15625,766.0
387,,99.25,19.325,766.1041666666666
388,,99.25,19.325,766.1041666666666
389,,99.25,19.325,766.1041666666666
390,180.33216857910156,100.27083333333333,18.783333333333335,761.0833333333334
391,153.36158752441406,100.27083333333333,18.783333333333335,761.0833333333334
392,108.46600341796875,98.39583333333333,19.283333333333335,764.6458333333334
393,214.47216796875,101.1875,18.960416666666667,763.6041666666666
394,289.29437255859375,100.1875,19.15625,766.0
395,323.35711669921875,100.1875,19.15625,766.0
396,329.7527770996094,99.25,19.325,766.1041666666666
397,,99.25,19.325,766.1041666666666
398,,99.25,19.325,766.1041666666666
399,172.0947265625,100.27083333333333,18.783333333333335,761.0833333333334
400,176.164306640625,100.27083333333333,18.783333333333335,761.0833333333334
401,289.29437255859375,100.1875,19.15625,766.0
402,323.35711669921875,100.1875,19.15625,766.0
403,374.269775390625,100.1875,19.15625,766.0
404,,99.25,19.325,766.1041666666666
405,172.0947265625,100.27083333333333,18.783333333333335,761.0833333333334
406,176.164306640625,100.27083333333333,18.783333333333335,761.0833333333334
407,208.59747314453125,100.27083333333333,18.783333333333335,761.0833333333334
408,156.99720764160156,98.39583333333333,19.283333333333335,764.6458333333334
409,245.7115020751953,100.1875,19.15625,766.0
410,,100.27083333333333,18.783333333333335,761.0833333333334
411,203.0271453857422,100.27083333333333,18.783333333333335,761.0833333333334
412,178.56153869628906,98.39583333333333,19.283333333333335,764.6458333333334
413,209.27235412597656,98.39583333333333,19.283333333333335,764.6458333333334
414,,101.95833333333333,19.289583333333333,768.5208333333334
415,,101.95833333333333,19.289583333333333,768.5208333333334
416,,101.95833333333333,19.289583333333333,768.5208333333334
417,,101.0625,19.495833333333334,771.0625
418,,101.0625,19.495833333333334,771.0625
419,,101.66666666666667,19.15,765.9791666666666
420,,102.08333333333333,19.185416666666665,767.3958333333334
421,,102.08333333333333,19.185416666666665,767.3958333333334
422,,102.08333333333333,19.185416666666665,767.3958333333334
423,,102.58333333333333,19.039583333333333,766.9791666666666
424,,102.58333333333333,19.039583333333333,766.9791666666666
425,,101.66666666666667,19.15,765.9791666666666
426,,102.08333333333333,19.185416666666665,767.3958333333334
427,,102.58333333333333,19.039583333333333,766.9791666666666
428,,102.58333333333333,19.039583333333333,766.9791666666666
429,,102.6875,19.070833333333333,769.0416666666666
430,,102.6875,19.070833333333333,769.0416666666666
431,,101.66666666666667,19.15,765.9791666666666
432,,101.66666666666667,19.15,765.9791666666666
433,,102.08333333333333,19.185416666666665,767.3958333333334
434,,102.08333333333333,19.185416666666665,767.3958333333334
435,,102.08333333333333,19.185416666666665,767.3958333333334
436,,102.58333333333333,19.039583333333333,766.9791666666666
437,,102.58333333333333,19.039583333333333,766.9791666666666
438,,102.58333333333333,19.039583333333333,766.9791666666666
439,,102.6875,19.070833333333333,769.0416666666666
440,,102.6875,19.070833333333333,769.0416666666666
441,,102.6875,19.070833333333333,769.0416666666666
442,174.236083984375,102.375,19.147916666666667,770.25
443,279.02740478515625,103.3125,18.960416666666667,769.6875
444,303.50152587890625,103.3125,18.960416666666667,769.6875
445,289.9673767089844,103.3125,18.960416666666667,769.6875
446,,101.66666666666667,19.15,765.9791666666666
447,,102.08333333333333,19.185416666666665,767.3958333333334
448,,102.08333333333333,19.185416666666665,767.3958333333334
449,,102.08333333333333,19.185416666666665,767.3958333333334
450,,102.58333333333333,19.039583333333333,766.9791666666666
451,,102.58333333333333,19.039583333333333,766.9791666666666
452,,102.6875,19.070833333333333,769.0416666666666
453,239.90882873535156,102.375,19.147916666666667,770.25
454,250.74118041992188,103.3125,18.960416666666667,769.6875
455,510.7398986816406,103.3125,18.960416666666667,769.6875
456,282.5443115234375,103.3125,18.960416666666667,769.6875
457,279.5539855957031,103.08333333333333,19.054166666666667,770.5208333333334
458,353.7297058105469,103.08333333333333,19.054166666666667,770.5208333333334
459,,103.08333333333333,19.054166666666667,770.5208333333334
460,,102.08333333333333,19.185416666666665,767.3958333333334
461,,102.08333333333333,19.185416666666665,767.3958333333334
462,,102.08333333333333,19.185416666666665,767.3958333333334
463,,102.58333333333333,19.039583333333333,766.9791666666666
464,,102.58333333333333,19.039583333333333,766.9791666666666
465,250.74118041992188,103.3125,18.960416666666667,769.6875
466,510.7398986816406,103.3125,18.960416666666667,769.6875
467,282.5443115234375,103.3125,18.960416666666667,769.6875
468,279.5539855957031,103.08333333333333,19.054166666666667,770.5208333333334
469,353.7297058105469,103.08333333333333,19.054166666666667,770.5208333333334
470,,103.08333333333333,19.054166666666667,770.5208333333334
471,,102.41666666666667,19.20625,771.4583333333334
472,,102.08333333333333,19.185416666666665,767.3958333333334
473,,102.58333333333333,19.039583333333333,766.9791666666666
474,,102.58333333333333,19.039583333333333,766.9791666666666
475,366.1663818359375,102.375,19.147916666666667,770.25
476,438.1076965332031,103.3125,18.960416666666667,769.6875
477,,103.3125,18.960416666666667,769.6875
478,263.1004638671875,103.08333333333333,19.054166666666667,770.5208333333334
479,278.32708740234375,103.08333333333333,19.054166666666667,770.5208333333334
480,295.71588134765625,103.08333333333333,19.054166666666667,770.5208333333334
481,,102.08333333333333,19.185416666666665,767.3958333333334
482,,102.58333333333333,19.039583333333333,766.9791666666666
483,,102.58333333333333,19.039583333333333,766.9791666666666
484,,102.58333333333333,19.039583333333333,766.9791666666666
485,239.75430297851562,103.3125,18.960416666666667,769.6875
486,237.31959533691406,103.08333333333333,19.054166666666667,770.5208333333334
487,197.806640625,103.08333333333333,19.054166666666667,770.5208333333334
488,223.51109313964844,103.08333333333333,19.054166666666667,770.5208333333334
489,,102.58333333333333,19.039583333333333,766.9791666666666
490,,102.58333333333333,19.039583333333333,766.9791666666666
491,252.62403869628906,103.08333333333333,19.054166666666667,770.5208333333334
492,204.85072326660156,103.08333333333333,19.054166666666667,770.5208333333334
493,,101.85416666666667,19.1625,766.5
494,,102.70833333333333,19.127083333333335,770.1875
495,,102.70833333333333,19.127083333333335,770.1875
496,203.09616088867188,103.4375,18.975,770.1041666666666
497,175.69227600097656,103.4375,18.975,770.1041666666666
498,182.2727508544922,103.4375,18.975,770.1041666666666
499,,102.70833333333333,19.127083333333335,770.1875
500,,102.70833333333333,19.127083333333335,770.1875
501,,102.70833333333333,19.127083333333335,770.1875
502,151.2484588623047,103.4375,18.975,770.1041666666666
503,161.03761291503906,103.4375,18.975,770.1041666666666
504,184.81092834472656,103.64583333333333,18.94375,770.7708333333334
505,192.7116241455078,101.85416666666667,19.1625,766.5
506,202.74143981933594,101.85416666666667,19.1625,766.5
507,248.97406005859375,102.45833333333333,19.05,768.4583333333334
